Tela,Modulo,EntidadePrincipal,EntidadesSecundarias,TabelasLidas,TabelasAlteradas,Botoes,Acoes,Permissoes,Relatorios,FluxoAnterior,FluxoPosterior,Evidencia,Pendencias
nao identificado estaticamente,Estoque,Nao classificado,a validar,"Select * From "":",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"Select * From """,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"Select * From "":",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Clientes,a validar,Select * from CliContato where CodCli =',nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,Select a Date,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Ocorrencias/Auditoria,a validar,"SELECT a.attname,a.atttypid FROM pg_catalog.pg_attribute a WHERE a.attrelid=%s ORDER BY a.attnum",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"SELECT a.RDB$RELATION_NAME, a.RDB$FIELD_NAME, a.RDB$FIELD_POSITION, a.RDB$NULL_FLAG, b. RDB$FIELD_LENGTH, b.RDB$FIELD_SCALE, c.RDB$TYPE_NAME, b.RDB$FIELD_TYPE, b.RDB$FIELD_SUB_TYPE, b.RDB$DESCRIPTION, b.RDB$CHARACTER_LEN",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"SELECT a.RDB$USER, a.RDB$GRANTOR, a.RDB$PRIVILEGE, a.RDB$GRANT_OPTION, a.RDB$RELATION_NAME FROM RDB$USER_PRIVILEGES a, RDB$TYPES b WHERE a.RDB$OBJECT_TYPE = b.RDB$TYPE AND b.RDB$TYPE_NAME IN ('RELATION', 'VIEW', 'COMPUTE",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"SELECT a.RDB$USER, a.RDB$GRANTOR, a.RDB$PRIVILEGE, a.RDB$GRANT_OPTION, a.RDB$RELATION_NAME, a.RDB$FIELD_NAME FROM RDB$USER_PRIVILEGES a, RDB$TYPES b WHERE a.RDB$OBJECT_TYPE = b.RDB$TYPE AND",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,select c.* from syscolumns c inner join sysobjects o on (o.id = c.id) where o.name = %s and c.number = %s order by colid,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"select c.colid, c.name, c.type, c.prec, c.scale, c.colstat, c.status, c.iscomputed from syscolumns c inner join sysobjects o on (o.id = c.id) where o.name = %s order by colid",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"select c.colid, c.name, c.type, c.prec, c.scale, c.status from syscolumns c inner join sysobjects o on (o.id = c.id) where o.name = %s order by colid",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"SELECT c.host, c.db, t.grantor, c.user, c.table_name, c.column_name, c.column_priv FROM mysql.columns_priv c, mysql.tables_priv t WHERE c.host=t.host AND c.db=t.db AND c.table_name=t.table_name AND c.db='%s' AND c.table_",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"Select CodEst,CodProEst",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"Select CodTabEst,CodProEst,DesProEst,PreUni,Moeda From """,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Ocorrencias/Auditoria,a validar,"SELECT D.CodCli, D.Baixa, D.Cancelado, D.DatVen, D.ValDup, D.NumFat",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,Select dataset,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Ocorrencias/Auditoria,a validar,SELECT datname AS TABLE_CAT FROM pg_catalog.pg_database ORDER BY TABLE_CAT,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,SELECT datname AS TABLE_CAT FROM pg_database ORDER BY TABLE_CAT,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,Select DescTPV as Descri,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"SELECT DISTINCT a.RDB$RELATION_NAME, b.RDB$SYSTEM_FLAG, b.RDB$VIEW_CONTEXT, a.RDB$VIEW_SOURCE FROM RDB$RELATIONS a JOIN RDB$RELATION_FIELDS b ON a.RDB$RELATION_NAME=b.RDB$RELATION_NAME",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"SELECT DISTINCT n1.nspname as pnspname,n2.nspname as fnspname,",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"SELECT DISTINCT NULL::text as pnspname, NULL::text as fnspname,",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,Select function,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"SELECT host,db,table_name,grantor,user,table_priv from mysql.tables_priv WHERE db='%s' AND table_name LIKE '%s'",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,SELECT LAST_INSERT_ID(),nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,SELECT LAST_INSERT_ROWID(),nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"Select M.CodKit, C.DesKit, F.NomFun, M.DatLan From """,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Ocorrencias/Auditoria,a validar,"SELECT M.Rol, M.CodCli, M.Cancelado, M.DatLan, M.ValTot, M.DescontoRol, M.DescontoValor, TotPecas, M.NumOs, M.Posicao, M.NumNot, M.NumNotAdi",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"Select M.ValTot, M.DescontoRol, M.DescontoValor, M.NumNot, M.NumNotAdi,N.ValBasNot,",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,Select MAX(,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"Select Max(DatConf), Qde, ValUnit From """,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Ocorrencias/Auditoria,a validar,"SELECT n.nspname,c.relname,a.attname,a.atttypid,a.attnotnull,a.atttypmod,a.attlen,a.attnum,def.adsrc,dsc.description FROM pg_catalog.pg_namespace n JOIN pg_catalog.pg_class c ON (c.relnamespace = n.oid) JOIN pg_catalog.p",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Ocorrencias/Auditoria,a validar,"SELECT n.nspname,c.relname,u.usename,c.relacl FROM pg_catalog.pg_namespace n, pg_catalog.pg_class c, pg_catalog.pg_user u WHERE c.relnamespace = n.oid AND u.usesysid = c.relowner AND c.relkind = 'r'",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Ocorrencias/Auditoria,a validar,"SELECT n.nspname,c.relname,u.usename,c.relacl,a.attname FROM pg_catalog.pg_namespace n, pg_catalog.pg_class c, pg_catalog.pg_user u, pg_catalog.pg_attribute a WHERE c.relnamespace = n.oid AND u.usesysid = c.relowner AND",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Ocorrencias/Auditoria,a validar,"SELECT n.nspname,p.proname,p.prorettype,p.proargtypes,t.typtype,t.typrelid FROM pg_catalog.pg_proc p, pg_catalog.pg_namespace n, pg_catalog.pg_type t WHERE p.pronamespace=n.oid AND p.prorettype=t.oid",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Ocorrencias/Auditoria,a validar,select name as TABLE_OWNER from sysusers where islogin = 1,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Ocorrencias/Auditoria,a validar,SELECT nspname AS TABLE_SCHEM FROM pg_catalog.pg_namespace WHERE nspname <> 'pg_toast' AND nspname NOT LIKE 'pg\\_temp\\_%' ORDER BY TABLE_SCHEM,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"SELECT NULL AS nspname,p.proname,p.prorettype,p.proargtypes,t.typtype,t.typrelid FROM pg_proc p, pg_type t WHERE p.prorettype=t.oid AND p.proname LIKE '",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"SELECT NULL AS PROCEDURE_CAT, n.nspname AS PROCEDURE_SCHEM, p.proname AS PROCEDURE_NAME, NULL AS RESERVED1, NULL AS RESERVED2, NULL AS RESERVED3, d.description AS REMARKS,",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"SELECT NULL AS PROCEDURE_CAT, NULL AS PROCEDURE_SCHEM, p.proname AS PROCEDURE_NAME, NULL AS RESERVED1, NULL AS RESERVED2, NULL AS RESERVED3, d.description AS REMARKS,",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
